STRESSOR_NAME,DATA_TYPE,CAS_RN,INCHIKEY_STANDARD...4,MANUAL_CHECK,CHEMICAL_ID,CHEMICAL_NAME,INCHIKEY_STANDARD...8,same_inchikey,Select_CHEMICAL_ID,Select_INCHIKEY,inchikey
PBDE195,Stressor,446255-38-5,GPQLSLKPHQEEOP-UHFFFAOYSA-N,NA,667205,"1,2,3,4,5-pentabromo-6-(2,3,4-tribromophenoxy)benzene",GPQLSLKPHQEEOP-UHFFFAOYSA-N,TRUE,667205,GPQLSLKPHQEEOP-UHFFFAOYSA-N,GPQLSLKPHQEEOP-UHFFFAOYSA-N
2-metyl-2-(nitroamino)-1-propanol,Stressor,1239666-60-4,NA,NA,668534,2-Methyl-2-(Nitroamino)-1-Propanol,WTIFXEKZEYZXMJ-UHFFFAOYSA-N,FALSE,668534,WTIFXEKZEYZXMJ-UHFFFAOYSA-N,WTIFXEKZEYZXMJ-UHFFFAOYSA-N
UV-320,Stressor,3846-71-7,"LHPPDQUVECZQSW-UHFFFAOYSA-N, HLGCJSHMPWUXOZ-UHFFFAOYSA-N",NA,677713,"2-(benzotriazol-2-yl)-4,6-ditert-butylphenol",LHPPDQUVECZQSW-UHFFFAOYSA-N,FALSE,677713,LHPPDQUVECZQSW-UHFFFAOYSA-N,LHPPDQUVECZQSW-UHFFFAOYSA-N
Heksametylsyklotrisiloksan (D3),Stressor,541-05-9,NA,NA,677532,hexamethylcyclotrisiloxane,HTDJPCNNEPUOOQ-UHFFFAOYSA-N,FALSE,677532,HTDJPCNNEPUOOQ-UHFFFAOYSA-N,HTDJPCNNEPUOOQ-UHFFFAOYSA-N
Bisfenol M,Stressor,13595-25-0,"PVFQHGDIOXNKIC-UHFFFAOYSA-N, NLHRCUHTMOIFIR-UHFFFAOYSA-N, PFKUPGUZAUWFQZ-UHFFFAOYSA-N",NA,674408,bisphenol M,PVFQHGDIOXNKIC-UHFFFAOYSA-N,FALSE,674408,PVFQHGDIOXNKIC-UHFFFAOYSA-N,PVFQHGDIOXNKIC-UHFFFAOYSA-N
"2,6-ditert-butyl-4-metyl-4-hydroksybenzen-1(4H)-on (BHT-quinol)",Stressor,10396-80-2,DQBHJILNHNRDTM-UHFFFAOYSA-N,NA,681700,"2,6-ditert-butyl-4-hydroxy-4-methylcyclohexa-2,5-dien-1-one",DQBHJILNHNRDTM-UHFFFAOYSA-N,TRUE,681700,DQBHJILNHNRDTM-UHFFFAOYSA-N,DQBHJILNHNRDTM-UHFFFAOYSA-N
"1H,1H,2H,2H-perfluordodekanol (10:2 FTOH)",Stressor,865-86-1,"FLXYIZWPNQYPIT-UHFFFAOYSA-N, SZCAVXACQFEDQN-UHFFFAOYSA-N",NA,681605,"3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,12,12,12-henicosafluorododecan-1-ol",FLXYIZWPNQYPIT-UHFFFAOYSA-N,FALSE,681605,FLXYIZWPNQYPIT-UHFFFAOYSA-N,FLXYIZWPNQYPIT-UHFFFAOYSA-N
Heksadekametylsyklooktasiloksan (D8),Stressor,556-68-3,XKJMJYZFAWYREL-UHFFFAOYSA-N,NA,682115,"2,2,4,4,6,6,8,8,10,10,12,12,14,14,16,16-hexadecamethyl-1,3,5,7,9,11,13,15-octaoxa-2,4,6,8,10,12,14,16-octasilacyclohexadecane",XKJMJYZFAWYREL-UHFFFAOYSA-N,TRUE,682115,XKJMJYZFAWYREL-UHFFFAOYSA-N,XKJMJYZFAWYREL-UHFFFAOYSA-N
"1,3,5-triklor-2,4,6-trimetylbenzen",Stressor,5324-68-5,NA,NA,692117,"1,3,5-trichloro-2,4,6-trimethylbenzene",VMNISWKTOHUZQN-UHFFFAOYSA-N,FALSE,692117,VMNISWKTOHUZQN-UHFFFAOYSA-N,VMNISWKTOHUZQN-UHFFFAOYSA-N
4-isopropylfenyl difenylfosfat,Stressor,55864-04-5,JUHFQCKQQLMGAB-UHFFFAOYSA-N,NA,689696,diphenyl (4-propan-2-ylphenyl) phosphate,JUHFQCKQQLMGAB-UHFFFAOYSA-N,TRUE,689696,JUHFQCKQQLMGAB-UHFFFAOYSA-N,JUHFQCKQQLMGAB-UHFFFAOYSA-N
"N,N-dimetyltetradecylamin",Stressor,112-75-4,"SFBHPFQSSDCYSL-UHFFFAOYSA-N, MSKCVIWSIKALRD-UHFFFAOYSA-N, ZDLILMQNLSEPLK-UHFFFAOYSA-N",NA,693114,"n,n-dimethyltetradecylamine",SFBHPFQSSDCYSL-UHFFFAOYSA-N,FALSE,693114,SFBHPFQSSDCYSL-UHFFFAOYSA-N,SFBHPFQSSDCYSL-UHFFFAOYSA-N
Tridecylbenzensulfonat (C13),Stressor,26248-24-8,NA,NA,695763,tridecylbenzenesulfonic acid,DUXXGJTXFHUORE-UHFFFAOYSA-M,FALSE,695763,DUXXGJTXFHUORE-UHFFFAOYSA-M,CHOVJSRDFKELIR-UHFFFAOYSA-M
"2,6-Di-tert-butyl-P-benzoquinon (BHT-Q)",Stressor,719-22-2,RDQSIADLBQFVMY-UHFFFAOYSA-N,NA,698658,"2,6-ditert-butylcyclohexa-2,5-diene-1,4-dione",RDQSIADLBQFVMY-UHFFFAOYSA-N,TRUE,698658,RDQSIADLBQFVMY-UHFFFAOYSA-N,RDQSIADLBQFVMY-UHFFFAOYSA-N
OH-PCB159,Stressor,158076-63-2,NA,NA,701277,"2,6-dichloro-4-(2,3,4,5-tetrachlorophenyl)phenol",PZAKBNHYWBSZAF-UHFFFAOYSA-N,FALSE,701277,PZAKBNHYWBSZAF-UHFFFAOYSA-N,PZAKBNHYWBSZAF-UHFFFAOYSA-N
"Oktadecyl 3-(3,5-ditert-butyl-4-hydroksyfenyl)propionat (Irganox)",Stressor,2082-79-3,"SSDSCDGVMJFTEQ-UHFFFAOYSA-N, DOEPQFGGGYBJDW-UHFFFAOYSA-N",NA,697401,"octadecyl 3-(3,5-ditert-butyl-4-hydroxyphenyl)propanoate",SSDSCDGVMJFTEQ-UHFFFAOYSA-N,FALSE,697401,SSDSCDGVMJFTEQ-UHFFFAOYSA-N,SSDSCDGVMJFTEQ-UHFFFAOYSA-N
"2,4'-Bisfenol A",Stressor,837-08-1,"MLCQXUZZAXKTSG-UHFFFAOYSA-N, KPRYGTMLHJYBFC-UHFFFAOYSA-N",NA,703929,2-(2-hydroxyphenyl)-2-(4-hydroxyphenyl)propane,MLCQXUZZAXKTSG-UHFFFAOYSA-N,FALSE,703929,MLCQXUZZAXKTSG-UHFFFAOYSA-N,MLCQXUZZAXKTSG-UHFFFAOYSA-N
"N,N-dimethyloctadecan-1-amine",Stressor,124-28-7,NAPSCFZYZVSQHF-UHFFFAOYSA-N,NA,704132,"n,n-dimethyloctadecylamine",NAPSCFZYZVSQHF-UHFFFAOYSA-N,TRUE,704132,NAPSCFZYZVSQHF-UHFFFAOYSA-N,NAPSCFZYZVSQHF-UHFFFAOYSA-N
Oksyklordan,Stressor,27304-13-8,"VWGNQYSIWFHEQU-IBAUKUMTSA-N, VWGNQYSIWFHEQU-UHFFFAOYSA-N",NA,715789,Oxychlordane,VWGNQYSIWFHEQU-KGEUUOKHSA-N,FALSE,715789,VWGNQYSIWFHEQU-KGEUUOKHSA-N,VWGNQYSIWFHEQU-IBAUKUMTSA-N
Triallyl isocyanurat,Stressor,1025-15-6,KOMNUTZXSVSERR-UHFFFAOYSA-N,NA,714979,triallyl isocyanurate,KOMNUTZXSVSERR-UHFFFAOYSA-N,TRUE,714979,KOMNUTZXSVSERR-UHFFFAOYSA-N,KOMNUTZXSVSERR-UHFFFAOYSA-N
Benzyltoluen,Stressor,27776-01-8,"PQTAUFTUHHRKSS-UHFFFAOYSA-N, SIYISNUJKMAQBV-UHFFFAOYSA-N",NA,715620,2-methyldiphenylmethane,PQTAUFTUHHRKSS-UHFFFAOYSA-N,FALSE,715620,PQTAUFTUHHRKSS-UHFFFAOYSA-N,PQTAUFTUHHRKSS-UHFFFAOYSA-N
N-metyl perfluorbutansulfonamid (N-MeFBSA),Stressor,68298-12-4,"BEIWUHUHJDEMQO-UHFFFAOYSA-N, GFZPUWKGPNHWHD-UHFFFAOYSA-N",NA,714071,"1,1,2,2,3,3,4,4,4-nonafluoro-N-methylbutane-1-sulfonamide",GFZPUWKGPNHWHD-UHFFFAOYSA-N,FALSE,714071,GFZPUWKGPNHWHD-UHFFFAOYSA-N,BEIWUHUHJDEMQO-UHFFFAOYSA-N
Polyfenylmetylsiloksan,Stressor,2116-84-9,LINXHFKHZLOLEI-UHFFFAOYSA-N,NA,720368,s3qi0zxt5x,LINXHFKHZLOLEI-UHFFFAOYSA-N,TRUE,720368,LINXHFKHZLOLEI-UHFFFAOYSA-N,LINXHFKHZLOLEI-UHFFFAOYSA-N
TBP-DPBE (DPTE),Stressor,35109-60-5,QXWYPAKUEHGJSG-UHFFFAOYSA-N,NA,721190,"1,3,5-tribromo-2-(2,3-dibromopropoxy)benzene",QXWYPAKUEHGJSG-UHFFFAOYSA-N,TRUE,721190,QXWYPAKUEHGJSG-UHFFFAOYSA-N,QXWYPAKUEHGJSG-UHFFFAOYSA-N
UV-327,Stressor,3864-99-1,UWSMKYBKUPAEJQ-UHFFFAOYSA-N,NA,723203,"2,4-ditert-butyl-6-(5-chlorobenzotriazol-2-yl)phenol",UWSMKYBKUPAEJQ-UHFFFAOYSA-N,TRUE,723203,UWSMKYBKUPAEJQ-UHFFFAOYSA-N,UWSMKYBKUPAEJQ-UHFFFAOYSA-N
Sum TriBDE,Stressor,49690-94-0,BUQBQEYUVAKJQK-UHFFFAOYSA-N,NA,723192,"1,2-dibromo-4-(2-bromophenoxy)benzene",BUQBQEYUVAKJQK-UHFFFAOYSA-N,TRUE,723192,BUQBQEYUVAKJQK-UHFFFAOYSA-N,BUQBQEYUVAKJQK-UHFFFAOYSA-N
V6,Stressor,38051-10-4,ZGHUDSLVQAGWEY-UHFFFAOYSA-N,NA,737913,6lvb71k8tq,ZGHUDSLVQAGWEY-UHFFFAOYSA-N,TRUE,737913,ZGHUDSLVQAGWEY-UHFFFAOYSA-N,ZGHUDSLVQAGWEY-UHFFFAOYSA-N
Dekametyltetrasiloksan (L4),Stressor,141-62-8,NA,NA,736007,decamethyltetrasiloxane,YFCGDEUVHLPRCZ-UHFFFAOYSA-N,FALSE,736007,YFCGDEUVHLPRCZ-UHFFFAOYSA-N,YFCGDEUVHLPRCZ-UHFFFAOYSA-N
"N,N-Dimetyldocosylamin",Stressor,21542-96-1,"WUNGPAHZQWNPEL-UHFFFAOYSA-N, ICZKASVWFUJTEI-UHFFFAOYSA-N",NA,737115,"N,N-dimethyldocosan-1-amine",ICZKASVWFUJTEI-UHFFFAOYSA-N,FALSE,737115,ICZKASVWFUJTEI-UHFFFAOYSA-N,WUNGPAHZQWNPEL-UHFFFAOYSA-N
Tribromneopentylalkohol,Stressor,1522-92-5,"QEJPOEGPNIVDMK-UHFFFAOYSA-N, HFRIZVDRQKQDRM-UHFFFAOYSA-N, HPXCNLRAGLAKNF-UHFFFAOYSA-K",NA,734715,"3-bromo-2,2-bis(bromomethyl)propan-1-ol",QEJPOEGPNIVDMK-UHFFFAOYSA-N,FALSE,734715,QEJPOEGPNIVDMK-UHFFFAOYSA-N,QEJPOEGPNIVDMK-UHFFFAOYSA-N
Dodekametylpentasiloksan (L5),Stressor,141-63-9,NA,NA,743917,dodecamethylpentasiloxane,FBZANXDWQAVSTQ-UHFFFAOYSA-N,FALSE,743917,FBZANXDWQAVSTQ-UHFFFAOYSA-N,FBZANXDWQAVSTQ-UHFFFAOYSA-N
OH-PCB146,Stressor,145413-90-7,NA,NA,743462,"2,2',3,4',5,5'-hexachloro-4-biphenylol",KVRQWFNZIYFJRU-UHFFFAOYSA-N,FALSE,743462,KVRQWFNZIYFJRU-UHFFFAOYSA-N,KVRQWFNZIYFJRU-UHFFFAOYSA-N
Sum HeksaBDE,Stressor,36483-60-0,"YURCHLXPAGSJHU-UHFFFAOYSA-N, NMUPLZRHSXJCJQ-UHFFFAOYSA-N",NA,749575,"1,2,3-tribromo-4-(2,3,5-tribromophenoxy)benzene",YURCHLXPAGSJHU-UHFFFAOYSA-N,FALSE,749575,YURCHLXPAGSJHU-UHFFFAOYSA-N,YURCHLXPAGSJHU-UHFFFAOYSA-N
OH-PCB180,Stressor,158076-69-8,NA,NA,751983,"2,3,6-trichloro-5-(2,3,4,5-tetrachlorophenyl)phenol",JCUBQOKFGUXHFL-UHFFFAOYSA-N,FALSE,751983,JCUBQOKFGUXHFL-UHFFFAOYSA-N,JCUBQOKFGUXHFL-UHFFFAOYSA-N
2-Isopropylfenyl difenylfosfat,Stressor,64532-94-1,JJXNVYMIYBNZQX-UHFFFAOYSA-N,NA,757366,diphenyl (2-propan-2-ylphenyl) phosphate,JJXNVYMIYBNZQX-UHFFFAOYSA-N,TRUE,757366,JJXNVYMIYBNZQX-UHFFFAOYSA-N,JJXNVYMIYBNZQX-UHFFFAOYSA-N
Sum HeptaBDE,Stressor,68928-80-3,NLBLNZDNOSSGPW-UHFFFAOYSA-N,NA,755631,"1,2,3,4,5-pentabromo-6-(2,3-dibromophenoxy)benzene",NLBLNZDNOSSGPW-UHFFFAOYSA-N,TRUE,755631,NLBLNZDNOSSGPW-UHFFFAOYSA-N,NLBLNZDNOSSGPW-UHFFFAOYSA-N
Nonylfenol dietoksylat,Stressor,27176-93-8,"RRLGETDMEIMLQU-UHFFFAOYSA-N, BLXVTZPGEOGTGG-UHFFFAOYSA-N",NA,753808,2-(2-(nonylphenoxy)ethoxy)ethanol,RRLGETDMEIMLQU-UHFFFAOYSA-N,FALSE,753808,RRLGETDMEIMLQU-UHFFFAOYSA-N,RRLGETDMEIMLQU-UHFFFAOYSA-N
Perfluorpropansyre,Stressor,422-64-0,"LRMSQVBRUNSOJL-UHFFFAOYSA-N, RTRTUCOUELDWEX-UHFFFAOYSA-N",NA,761176,pentafluoropropionic acid,LRMSQVBRUNSOJL-UHFFFAOYSA-N,FALSE,761176,LRMSQVBRUNSOJL-UHFFFAOYSA-N,LRMSQVBRUNSOJL-UHFFFAOYSA-N
Difetialone,Stressor,104653-34-1,"JHELOZJAKXYVBE-UHFFFAOYSA-N, VSVAQRUUFVBBFS-UHFFFAOYSA-N",NA,764749,difethialone,VSVAQRUUFVBBFS-UHFFFAOYSA-N,FALSE,764749,VSVAQRUUFVBBFS-UHFFFAOYSA-N,JHELOZJAKXYVBE-UHFFFAOYSA-N
UV-350,Stressor,36437-37-3,"RTNVDKBRTXEWQE-UHFFFAOYSA-N, YGTGPDBRUFALCC-UHFFFAOYSA-K",NA,765886,2-(benzotriazol-2-yl)-6-butan-2-yl-4-tert-butylphenol,RTNVDKBRTXEWQE-UHFFFAOYSA-N,FALSE,765886,RTNVDKBRTXEWQE-UHFFFAOYSA-N,RTNVDKBRTXEWQE-UHFFFAOYSA-N
"Dibenzo[a,e]pyren",Stressor,192-65-4,KGHMWBNEMFNJFZ-UHFFFAOYSA-N,NA,767478,"hexacyclo[10.10.2.02,7.08,24.015,23.016,21]tetracosa-1(22),2,4,6,8,10,12(24),13,15(23),16,18,20-dodecaene",KGHMWBNEMFNJFZ-UHFFFAOYSA-N,TRUE,767478,KGHMWBNEMFNJFZ-UHFFFAOYSA-N,KGHMWBNEMFNJFZ-UHFFFAOYSA-N
Tetrabrompyren,Stressor,128-63-2,NA,NA,764976,"1,3,6,8-tetrabromopyrene",ZKBKRTZIYOKNRG-UHFFFAOYSA-N,FALSE,764976,ZKBKRTZIYOKNRG-UHFFFAOYSA-N,ZKBKRTZIYOKNRG-UHFFFAOYSA-N
"1H,1H,2H,2H-perfluorheksanol (4:2 FTOH)",Stressor,2043-47-2,JCMNMOBHVPONLD-UHFFFAOYSA-N,NA,786776,"3,3,4,4,5,5,6,6,6-nonafluorohexan-1-ol",JCMNMOBHVPONLD-UHFFFAOYSA-N,TRUE,786776,JCMNMOBHVPONLD-UHFFFAOYSA-N,JCMNMOBHVPONLD-UHFFFAOYSA-N
Dekloran 602,Stressor,31107-44-5,CDBKZZACXQLFMK-UHFFFAOYSA-N,NA,788887,"1,4,5,6,7,11,12,13,14,14,15,15-dodecachloro-9-oxapentacyclo[9.2.1.1~4,7~.0~2,10~.0~3,8~]pentadeca-5,12-diene",CDBKZZACXQLFMK-UHFFFAOYSA-N,TRUE,788887,CDBKZZACXQLFMK-UHFFFAOYSA-N,CDBKZZACXQLFMK-UHFFFAOYSA-N
Diketometribuzin,Stressor,56507-37-0,NA,NA,795005,metribuzin diketo,AHBXXEZLRFCZSF-UHFFFAOYSA-N,FALSE,795005,AHBXXEZLRFCZSF-UHFFFAOYSA-N,AHBXXEZLRFCZSF-UHFFFAOYSA-N
PBB153,Stressor,59080-40-9,NA,NA,796213,"2,2',4,4',5,5'-hexabromobiphenyl",HMBBJSKXDBUNNT-UHFFFAOYSA-N,FALSE,796213,HMBBJSKXDBUNNT-UHFFFAOYSA-N,HMBBJSKXDBUNNT-UHFFFAOYSA-N
"N,N-dimetyltetradecylamin N-oksid",Stressor,3332-27-2,ONHFWHCMZAJCFB-UHFFFAOYSA-N,NA,804003,myristamine oxide,ONHFWHCMZAJCFB-UHFFFAOYSA-N,TRUE,804003,ONHFWHCMZAJCFB-UHFFFAOYSA-N,ONHFWHCMZAJCFB-UHFFFAOYSA-N
N-nitrosopiperidin,Stressor,100-75-4,NA,NA,805262,1-nitrosopiperidine,UWSDONTXWQOZFN-UHFFFAOYSA-N,FALSE,805262,UWSDONTXWQOZFN-UHFFFAOYSA-N,UWSDONTXWQOZFN-UHFFFAOYSA-N
PBDE205,Stressor,446255-56-7,NA,NA,808112,"1,2,3,4,5-pentabromo-6-(3,4,5-tribromophenoxy)benzene",CVMKCYDBEYHNBM-UHFFFAOYSA-N,FALSE,808112,CVMKCYDBEYHNBM-UHFFFAOYSA-N,CVMKCYDBEYHNBM-UHFFFAOYSA-N
Dekloran A,Stressor,13560-89-9,NA,NA,770126,dechloran a,UGQQAJOWXNCOPY-UHFFFAOYSA-N,FALSE,770126,UGQQAJOWXNCOPY-UHFFFAOYSA-N,UGQQAJOWXNCOPY-UHFFFAOYSA-N
Benzo[a]fluoranten,Stressor,203-33-8,OQDXASJSCOTNQS-UHFFFAOYSA-N,NA,784133,"pentacyclo[10.7.1.02,7.08,20.014,19]icosa-1(20),2,4,6,8,10,12,14,16,18-decaene",OQDXASJSCOTNQS-UHFFFAOYSA-N,TRUE,784133,OQDXASJSCOTNQS-UHFFFAOYSA-N,OQDXASJSCOTNQS-UHFFFAOYSA-N
trans-Heptaklorepoksid,Stressor,28044-83-9,"ZXFXBSWRVIQKOD-BDMWXGRVSA-N, ZXFXBSWRVIQKOD-WOBUKFROSA-N",NA,802506,heptachlor epoxide a (trans),ZXFXBSWRVIQKOD-WOBUKFROSA-N,FALSE,802506,ZXFXBSWRVIQKOD-WOBUKFROSA-N,ZXFXBSWRVIQKOD-BDMWXGRVSA-N
2-klorotritylklorid,Stressor,42074-68-0,"JFLSOKIMYBSASW-UHFFFAOYSA-N, ORZXYSPOAVJYRU-HOTGVXAUSA-N, KMRMJHBQUUOPHQ-UHFFFAOYSA-N",NA,773528,1-chloro-2-[chloro(diphenyl)methyl]benzene,JFLSOKIMYBSASW-UHFFFAOYSA-N,FALSE,773528,JFLSOKIMYBSASW-UHFFFAOYSA-N,JFLSOKIMYBSASW-UHFFFAOYSA-N
"cis-1,2-dikloreten",Stressor,156-59-2,"KFUSEUYYWQURPO-UPHRSURJSA-N, KFUSEUYYWQURPO-OWOJBTEDSA-N, KFUSEUYYWQURPO-UHFFFAOYSA-N, QYAMPIKBANGIEM-UHFFFAOYSA-N",NA,793070,"cis-1,2-dichloroethylene",KFUSEUYYWQURPO-UPHRSURJSA-N,FALSE,793070,KFUSEUYYWQURPO-UPHRSURJSA-N,KFUSEUYYWQURPO-UPHRSURJSA-N
PBB209,Stressor,13654-09-6,AQPHBYQUCKHJLT-UHFFFAOYSA-N,NA,791810,"1,2,3,4,5-pentabromo-6-(2,3,4,5,6-pentabromophenyl)benzene",AQPHBYQUCKHJLT-UHFFFAOYSA-N,TRUE,791810,AQPHBYQUCKHJLT-UHFFFAOYSA-N,AQPHBYQUCKHJLT-UHFFFAOYSA-N
SN-diPAP (FC 807),Stressor,2965-52-8,NA,NA,768351,"bis[2-[ethyl(1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-heptadecafluorooctylsulfonyl)amino]ethyl] hydrogen phosphate",BZZAKKWGRKFWJJ-UHFFFAOYSA-N,FALSE,768351,BZZAKKWGRKFWJJ-UHFFFAOYSA-N,OXJDTNIWMQCOQT-UHFFFAOYSA-N
Permetrin,Stressor,52645-53-1,"RLLPVAHGXHCWKJ-UHFFFAOYSA-N, RLLPVAHGXHCWKJ-HKUYNNGSSA-N, RLLPVAHGXHCWKJ-PKOBYXMFSA-N, ZMZNPVSNGBQGRW-UHFFFAOYSA-M, RLLPVAHGXHCWKJ-KKFHFHRHSA-N, PHIMEMYLOZTZJO-UHFFFAOYSA-N",NA,1160773,permethrin,RLLPVAHGXHCWKJ-UHFFFAOYSA-N,FALSE,1160773,RLLPVAHGXHCWKJ-UHFFFAOYSA-N,RLLPVAHGXHCWKJ-UHFFFAOYSA-N
Bly-210,Stressor,14255-04-0,WABPQHHGFIMREM-AKLPVKDBSA-N,NA,2547899,lambda2-plumbane,FOSOXHMVHOGFCF-MUIHNLPMSA-N,FALSE,NA,WABPQHHGFIMREM-AKLPVKDBSA-N,WABPQHHGFIMREM-AKLPVKDBSA-N
Isobenzan,Stressor,297-78-9,"LRWHHSXTGZSMSN-UHFFFAOYSA-N, ULIKETKXKSFNTL-UHFFFAOYSA-N, LRWHHSXTGZSMSN-ACFSOBKTSA-N",NA,2502396,isobenzan,LRWHHSXTGZSMSN-UHFFFAOYSA-N,FALSE,2502396,LRWHHSXTGZSMSN-UHFFFAOYSA-N,LRWHHSXTGZSMSN-UHFFFAOYSA-N
8:2 Cl-PFAES,Stressor,83329-89-9,BDKYEEMJFNONPU-UHFFFAOYSA-M,NA,2522092,8:2 Cl-PFAES,BDKYEEMJFNONPU-UHFFFAOYSA-M,TRUE,2522092,BDKYEEMJFNONPU-UHFFFAOYSA-M,BDKYEEMJFNONPU-UHFFFAOYSA-M
C3-Naftalener,Stressor,28652-77-9,"XYTKCJHHXQVFCK-UHFFFAOYSA-N, RQHPYGROUIBUSW-UHFFFAOYSA-N",NA,2512561,"2,4,5-trimethylnaphthalene",XYTKCJHHXQVFCK-UHFFFAOYSA-N,FALSE,NA,XYTKCJHHXQVFCK-UHFFFAOYSA-N,XYTKCJHHXQVFCK-UHFFFAOYSA-N
Radium-226,Stressor,7440-14-4,NA,NA,2540953,radium dihydride,DQXWBJUMYKQGMA-UHFFFAOYSA-N,FALSE,NA,HCWPIIXVSYCSAN-UHFFFAOYSA-N,NA
Flocoumafen,Stressor,90035-08-8,"LIZFMFUFFJOVCU-UHFFFAOYSA-N, OWUZCVPRFKSBRG-UHFFFAOYSA-N, KKBGNYHHEIAGOH-UHFFFAOYSA-N",NA,2502404,flocoumafen,KKBGNYHHEIAGOH-UHFFFAOYSA-N,FALSE,NA,KKBGNYHHEIAGOH-UHFFFAOYSA-N,LIZFMFUFFJOVCU-UHFFFAOYSA-N
PBDE202,Stressor,67797-09-5,AHNZLQAZTWRRDW-UHFFFAOYSA-N,NA,2515732,"2,2',3,3',5,5',6,6'-octabromodiphenyl ether",AHNZLQAZTWRRDW-UHFFFAOYSA-N,TRUE,2515732,AHNZLQAZTWRRDW-UHFFFAOYSA-N,AHNZLQAZTWRRDW-UHFFFAOYSA-N
Polyetylentereftalat,Stressor,25038-59-9,NA,NA,2550616,"ethane-1,2-diol;terephthalic acid",FYIBGDKNYYMMAG-UHFFFAOYSA-N,FALSE,2550616,FYIBGDKNYYMMAG-UHFFFAOYSA-N,NA
Radium-228,Stressor,15262-20-1,NA,NA,2559502,radium-228,HCWPIIXVSYCSAN-NJFSPNSNSA-N,FALSE,2559502,HCWPIIXVSYCSAN-NJFSPNSNSA-N,NA
Radium-226,Stressor,7440-14-4,NA,NA,2559503,radium,HCWPIIXVSYCSAN-UHFFFAOYSA-N,FALSE,2559503,HCWPIIXVSYCSAN-UHFFFAOYSA-N,NA
F-53B Minor,Stressor,756426-58-1,NA,NA,2553045,"2-(6-chloro-1,1,2,2,3,3,4,4,5,5,6,6-dodecafluorohexoxy)-1,1,2,2-tetrafluoroethanesulfonic acid",GGOUUEMCWBTDMT-UHFFFAOYSA-N,FALSE,2553045,GGOUUEMCWBTDMT-UHFFFAOYSA-N,NA
PBB49,Stressor,60044-24-8,LUASYBWZXWTYKK-UHFFFAOYSA-N,NA,2594889,"1,4-dibromo-2-(2,4-dibromophenyl)benzene",LUASYBWZXWTYKK-UHFFFAOYSA-N,TRUE,2594889,LUASYBWZXWTYKK-UHFFFAOYSA-N,LUASYBWZXWTYKK-UHFFFAOYSA-N
"2H,2H,3H,3H-Perfluoroktansyre (5:3 FTCA)",Stressor,914637-49-3,NA,NA,2513904,"4,4,5,5,6,6,7,7,8,8,8-undecafluorooctanoic acid",ABFCFCPCGMHSRX-UHFFFAOYSA-N,FALSE,NA,ABFCFCPCGMHSRX-UHFFFAOYSA-N,NA
Solvent yellow 124,Stressor,34432-92-3,"BATVZJPOLFSGTD-WCWDXBQESA-N, BATVZJPOLFSGTD-UHFFFAOYSA-N",NA,2521363,n-ethyl-n-[2-(1-isobutoxyethoxy)ethyl]-4-(phenyldiazenyl)aniline,BATVZJPOLFSGTD-UHFFFAOYSA-N,FALSE,NA,BATVZJPOLFSGTD-UHFFFAOYSA-N,BATVZJPOLFSGTD-WCWDXBQESA-N
Solvent yellow 124,Stressor,34432-92-3,"BATVZJPOLFSGTD-WCWDXBQESA-N, BATVZJPOLFSGTD-UHFFFAOYSA-N",NA,2521364,N-Ethyl-N-(2-(1-(2-methylpropoxy)ethoxy)ethyl)-4-(phenylazo)aniline,BATVZJPOLFSGTD-WCWDXBQESA-N,FALSE,NA,BATVZJPOLFSGTD-WCWDXBQESA-N,BATVZJPOLFSGTD-WCWDXBQESA-N
PBB52,Stressor,59080-37-4,"XEFMFJLRXHQLEM-UHFFFAOYSA-N, IMEYSCIEAFLSQJ-UHFFFAOYSA-N",NA,2503106,"2,2',5,5'-tetrabromobiphenyl",XEFMFJLRXHQLEM-UHFFFAOYSA-N,FALSE,NA,XEFMFJLRXHQLEM-UHFFFAOYSA-N,XEFMFJLRXHQLEM-UHFFFAOYSA-N
Difenacoum,Stressor,56073-07-5,"FVQITOLOYMWVFU-UHFFFAOYSA-N, NZOWVZVFSVRNOR-UHFFFAOYSA-N",NA,2502634,difenacoum,FVQITOLOYMWVFU-UHFFFAOYSA-N,FALSE,NA,FVQITOLOYMWVFU-UHFFFAOYSA-N,FVQITOLOYMWVFU-UHFFFAOYSA-N
PBDE75,Stressor,189084-63-7,NA,NA,2527469,"1,3,5-tribromo-2-(4-bromophenoxy)benzene",BWCNKMFFUGBFGB-UHFFFAOYSA-N,FALSE,NA,BWCNKMFFUGBFGB-UHFFFAOYSA-N,BWCNKMFFUGBFGB-UHFFFAOYSA-N
Tridecylbenzensulfonat (C13),Stressor,26248-24-8,NA,NA,2502951,sodium 4-(3-tridecanyl)benzenesulfonate,CHOVJSRDFKELIR-UHFFFAOYSA-M,FALSE,NA,CHOVJSRDFKELIR-UHFFFAOYSA-M,CHOVJSRDFKELIR-UHFFFAOYSA-M
Perfluorpentadekansyre (PFPeDA),Stressor,141074-63-7,NA,NA,2523837,Perfluorpentadecanoic acid (PFPeDA),BJNCSIWIMCWIMS-UHFFFAOYSA-N,FALSE,NA,BJNCSIWIMCWIMS-UHFFFAOYSA-N,NA
