STRESSOR_NAME,DATA_TYPE,CAS_RN,INCHIKEY_STANDARD,MANUAL_CHECK,NOTE,NEW,Frequency
Klortrifluormetylfenoksyfenylasetat,NA,CAS_50594-77-9,KNFRYRRZMRETJX-UHFFFAOYSA-N,NA,NA,1,NA
"4-amino-2,6-dinitrotoluen",NA,CAS_19406-51-0,KQRJATLINVYHEZ-UHFFFAOYSA-N,NA,NA,1,NA
4-Isopropylbifenyl,NA,CAS_7116-95-2,KWSHGRJUSUJPQD-UHFFFAOYSA-N,NA,NA,1,NA
Desvenlafaksin (legemiddel),NA,CAS_93413-62-8,KYYIDSXMWOZKMP-UHFFFAOYSA-N,NA,NA,1,NA
"alfa-Cypermetrin, Alfametrin",NA,CAS_67375-30-8,KAATUXNTWXVJKI-DXCJPMOASA-N,NA,NA,1,NA
Memantin (legemiddel),NA,CAS_19982-08-2,LDDHMLJTFXJGPI-UHFFFAOYSA-N,NA,NA,1,NA
"1,4-Dikloroktafluorbutan",NA,CAS_355-24-8,LGBGVSJBKFDYKH-UHFFFAOYSA-N,NA,NA,1,NA
Perfluorheptan,NA,CAS_335-57-9,LGUZHRODIJCVOC-UHFFFAOYSA-N,NA,NA,1,NA
D and C Violet 2,NA,CAS_81-48-1,LJFWQNJLLOFIJK-UHFFFAOYSA-N,NA,NA,1,NA
"Thioxanthen-9-one, 2-isopropyl-",NA,CAS_5495-84-1,KTALPKYXQZGAEG-UHFFFAOYSA-N,NA,NA,1,NA
2-Aminomusk keton,NA,CAS_255393-52-3,LJSWALFRJPDUQU-UHFFFAOYSA-N,NA,NA,1,NA
Haloperidol (legemiddel),NA,CAS_52-86-8,LNEPOXFFQSENCJ-UHFFFAOYSA-N,NA,NA,1,NA
N-benzoyl-5'-O-[bis(4-methoxyphenyl)phenylmethyl]-2'-deoxyadenosine,NA,CAS_64325-78-6,LPICNYATEWGYHI-WIHCDAFUSA-N,NA,NA,1,NA
Nitrobenzen,NA,CAS_98-95-3,LQNUZADURLCDLV-UHFFFAOYSA-N,NA,NA,1,NA
Di-n-oktyltinoksid,NA,CAS_870-08-6,LQRUPWUPINJLMU-UHFFFAOYSA-N,NA,NA,1,NA
n-Butanol,NA,CAS_71-36-3,LRHPLDYGYMQRHN-UHFFFAOYSA-N,NA,NA,1,NA
Tolutriazol,NA,CAS_136-85-6,LRUDIIUSNGCQKF-UHFFFAOYSA-N,NA,NA,1,NA
"2H,2H-Perfluoroktansyre (6:2 FTCA)",NA,CAS_53826-12-3,LRWIIEJPCFNNCZ-UHFFFAOYSA-N,NA,NA,1,NA
N-etyl perfluorheptansulfonamid (N-EtFHpSA),NA,CAS_68957-62-0,LSYHEHNUOBEHMG-UHFFFAOYSA-N,NA,NA,1,NA
Perfluortridekanoat (PFTrDS),NA,CAS_862374-87-6,LVDGGZAZAYHXEY-UHFFFAOYSA-M,NA,NA,1,NA
Sum Nonabrombifenyl,Stressor,CAS_27753-52-2,LWICCBMIAPTSTO-UHFFFAOYSA-N,NA,Mixture,1,NA
hexadecyltrimethylammonium (ATAC-C16),NA,CAS_57-09-0,LZZYPRNAOMGNLH-UHFFFAOYSA-M,NA,NA,1,NA
"1,1':4',1''-Terphenyl, 4''-ethyl-2'-fluoro-4-propyl-",NA,CAS_95759-44-7,MBGFTFFIFLHYQU-UHFFFAOYSA-N,NA,NA,1,NA
"cis-1,3-difenylsykloheksan",NA,CAS_21072-39-9,MCHONHDBIWWITD-HDICACEKSA-N,NA,NA,1,NA
Trioktyltinnklorid,NA,CAS_2587-76-0,MCNGJXAXOJDJKO-UHFFFAOYSA-M,NA,NA,1,NA
2-(2H-bensotriasol-2-yl)-4-metyl-fenol,NA,CAS_2440-22-4,MCPKSFINULVDNX-UHFFFAOYSA-N,NA,NA,1,NA
"1H,1H,2H,2H-perfluordodecylfosfat (10:2 PAP)",NA,CAS_57678-05-4,MCYKSXMNSXNCIY-UHFFFAOYSA-N,NA,NA,1,NA
Rimsulfuron,NA,CAS_122931-48-0,MEFOUWRMVYJCQC-UHFFFAOYSA-N,NA,NA,1,NA
Benzofenon-8,NA,CAS_131-53-3,MEZZCSHVIGVWFI-UHFFFAOYSA-N,NA,NA,1,NA
Tymol,NA,CAS_89-83-8,MGSRCZKZVOBKFT-UHFFFAOYSA-N,NA,NA,1,NA
Celestolid,NA,CAS_88401-65-4,MHUNAMWYXWYEMX-PLTLGRIDSA-N,NA,"No CAS match. Name lookup to celestolide (IKTHMQYJOWTSJO-UHFFFAOYSA-N), but celastolide (MHUNAMWYXWYEMX-PLTLGRIDSA-N) may also be correct",1,NA
"1H,1H,2H,2H-perfluordecylfosfat (8:2 PAP)",NA,CAS_57678-03-2,MIABSAQIFYEDJP-UHFFFAOYSA-N,NA,NA,1,NA
Musk tibeten,NA,CAS_145-39-1,MINYPECWDZURGR-UHFFFAOYSA-N,NA,NA,1,NA
Deaminometribuzin,NA,CAS_35045-02-4,MIWRSUQXSCLDNV-UHFFFAOYSA-N,NA,NA,1,NA
Sum Tribrombifenyl,Stressor,CAS_51202-79-0,MKDZJIHLRSIZOV-UHFFFAOYSA-N,NA,Mixture,1,NA
"N,N-dimetyl-m-toluamid",NA,CAS_134-62-3,MMOXZBCLCQITDF-UHFFFAOYSA-N,NA,NA,1,NA
"2,2,3,3-tetrafluor-3-(heptafluorpropoksy)propionsyre",NA,CAS_378-03-0,MPQDGDVBZJSJIA-UHFFFAOYSA-N,NA,NA,1,NA
Azitromycin (legemiddel),NA,CAS_83905-01-5,MQTOSJVFKKJCRP-OHJWJPDZSA-N,NA,NA,1,NA
4-fenyl-bisykloheksyl,NA,CAS_20273-27-2,MRGBGAHKAGKZID-UHFFFAOYSA-N,NA,NA,1,NA
Xylyltriazol,NA,CAS_4184-79-6,MVPKIPGHRNIOPT-UHFFFAOYSA-N,NA,NA,1,NA
Triallat,NA,CAS_2303-17-5,MWBPRDONLNQCFV-UHFFFAOYSA-N,NA,NA,1,NA
Atrazin,NA,CAS_1912-24-9,MXWJVTOOROXGIU-UHFFFAOYSA-N,NA,NA,1,NA
2-Benzyl-4-klorfenol,NA,CAS_120-32-1,NCKMMSIFQUPKCK-UHFFFAOYSA-N,NA,NA,1,NA
Sum Oktabrombifenyl,Stressor,CAS_27858-07-7,NDRKXFLZSRHAJE-UHFFFAOYSA-N,NA,Mixture,1,NA
Laurylpyrrolidon,NA,CAS_2687-96-9,NJPQAIBZIHNJDO-UHFFFAOYSA-N,NA,NA,1,NA
Metyltriklosan,NA,CAS_4640-01-1,NLYDHBBTVWMLFD-UHFFFAOYSA-N,NA,NA,1,NA
4-n-Oktylfenol dietoksylat,NA,CAS_51437-90-2,NMTRTIUWHYPKTQ-UHFFFAOYSA-N,NA,NA,1,NA
iso-Dodecylfenol,NA,CAS_11067-80-4,NNAVBEAARXTLEG-UHFFFAOYSA-N,NA,NA,1,NA
Daktal,NA,CAS_1861-32-1,NPOJQCVWMSKXDN-UHFFFAOYSA-N,NA,NA,1,NA
Heptametylsyklotetrasiloksan,NA,CAS_10448-09-6,NSLNFHKUIKHPGY-UHFFFAOYSA-N,NA,NA,1,NA
Anatoksin-a(S),NA,CAS_92142-32-0,NTWUAOHAQNZERF-UHFFFAOYSA-N,NA,NA,1,NA
Methylisothiazolinone,NA,CAS_2682-20-4,NVQOTQXRJHBSOP-UHFFFAOYSA-N,NA,NA,1,NA
"4,4'-Methylenebis(2,6-diethylaniline)",NA,CAS_13680-35-8,NWIVYGKSHSJHEF-UHFFFAOYSA-N,NA,NA,1,NA
Tiametoksam,NA,CAS_153719-23-4,NWWZPOKUUAIXIW-FLIBITNWSA-N,NA,NA,1,NA
Reten,NA,CAS_483-65-8,NXLOLUFNDSBYTP-UHFFFAOYSA-N,NA,NA,1,NA
"1,3,5-tris(2,3-dibromopropyl)-1,3,5-triazinane-2,4,6-trione",NA,CAS_52434-90-9,NZUPFZNVGSWLQC-UHFFFAOYSA-N,NA,NA,1,NA
benzyldimethyltetradecylammonium (BAC-C14),NA,CAS_139-08-2,OCBHHZMJRVXXQK-UHFFFAOYSA-M,NA,NA,1,NA
cis-Nonaklor,NA,CAS_5103-73-1,OCHOKXCPKDPNQU-KCCZGPNFSA-N,NA,NA,1,NA
Meklozin (legemiddel),NA,CAS_569-65-3,OCJYIGYOJCODJL-UHFFFAOYSA-N,NA,NA,1,NA
PBB101,NA,CAS_67888-96-4,OELBLPCWLAWABI-UHFFFAOYSA-N,NA,NA,1,NA
Dietylmetylbenzendiamin,NA,CAS_68479-98-1,OHJDDRJXKMWSFJ-UHFFFAOYSA-N,NA,NA,1,NA
p-tersykloheksyl,NA,CAS_1795-19-3,OHLFVTCARHBZDH-UHFFFAOYSA-N,NA,NA,1,NA
3-Bensylidenkamfor,NA,CAS_15087-24-8,OIQXFRANQVWXJF-UHFFFAOYSA-N,NA,NA,1,NA
Etylmetylbutylfenol,NA,CAS_30784-32-8,OJWSGKXEVFIBNL-UHFFFAOYSA-N,NA,NA,1,NA
"1,2- Diisopropylbenzen",NA,CAS_577-55-9,OKIRBHVFJGXOIS-UHFFFAOYSA-N,NA,NA,1,NA
UV-234,NA,CAS_70321-86-7,OLFNXLXEGXRUOI-UHFFFAOYSA-N,NA,NA,1,NA
Bifentrin,NA,CAS_82657-04-3,OMFRMAHOUUJSGP-UNOMPAQXSA-N,NA,NA,1,NA
Galaksolid,NA,CAS_1222-05-5,ONKNPOPIGWHAQC-UHFFFAOYSA-N,NA,NA,1,NA
3-fenylbisyckoheksyl,NA,CAS_20273-26-1,ONQUBGYEUGJCEM-UHFFFAOYSA-N,NA,NA,1,NA
"1,3-Di-o-tolylguanidine",NA,CAS_97-39-2,OPNUROKCUBTKLF-UHFFFAOYSA-N,NA,NA,1,NA
Kodein (legemiddel),NA,CAS_76-57-3,OROGSEYTTFOCAN-DNJOTXNNSA-N,NA,NA,1,NA
Klorxylenol,NA,CAS_88-04-0,OSDLLIBGSJNGJE-UHFFFAOYSA-N,NA,NA,1,NA
Tetrafenylresorcinoldifosfat,NA,CAS_57583-54-7,OWICEWMBIBPFAH-UHFFFAOYSA-N,NA,NA,1,NA
"1,3-Diphenylguanidine",NA,CAS_102-06-7,OWRCNXZUPFZXOS-UHFFFAOYSA-N,NA,NA,1,NA
Pikrinsyre,NA,CAS_88-89-1,OXNIZHLAWKMVMX-UHFFFAOYSA-N,NA,NA,1,NA
"[2-(bromomethyl)-2-(2,4-dichlorophenyl)-1,3-dioxolan-4-yl]methyl benzoate",NA,CAS_61397-56-6,OXUPOIXSQGXRGF-UHFFFAOYSA-N,NA,"CAS map to other compound, synomyme",1,NA
M1-UV328,NA,CAS_84268-36-0,OYGYNUPKLMDVHM-UHFFFAOYSA-N,NA,NA,1,NA
UV-571,NA,CAS_125304-04-3,VQMHSKWEJGIXGA-UHFFFAOYSA-N,NA,NA,1,NA
Etylenetiourea,NA,CAS_96-45-7,PDQAZBWRQCGBEV-UHFFFAOYSA-N,NA,NA,1,NA
Dodekafluortrifluormetylheksan,NA,CAS_1735-48-4,PEKFONNGBPBJRU-UHFFFAOYSA-N,NA,NA,1,NA
F-D3b,NA,CAS_2810-62-0,NA,NA,Not found,1,NA
"4,4'-Butan-1,1- diylbis(2-tert-butyl- 5-metylfenol)",NA,CAS_85-60-9,PFANXOISJYKQRP-UHFFFAOYSA-N,NA,NA,1,NA
Galaxolidon,NA,CAS_507442-49-1,PGMHPYRIXBRRQD-UHFFFAOYSA-N,NA,NA,1,NA
Klotianidin,NA,CAS_210880-92-5,PGOOBECODWQEAB-UHFFFAOYSA-N,NA,NA,1,NA
Dibenzyltoluen,NA,CAS_29589-57-9,PKQYSCBUFZOAPE-UHFFFAOYSA-N,NA,NA,1,NA
"2,3-Dibenzyltoluen",NA,CAS_26898-17-9,PKQYSCBUFZOAPE-UHFFFAOYSA-N,NA,NA,1,NA
Diklortrifluorpyridin,NA,CAS_1737-93-5,PKSORSNCSXBXOT-UHFFFAOYSA-N,NA,NA,1,NA
2-Nitrotoluen,NA,CAS_88-72-2,PLAZTCDQAHEYBI-UHFFFAOYSA-N,NA,NA,1,NA
decyltrimethylammonium (ATAC-C10),NA,CAS_2082-84-0,PLMFYJJFUUUCRZ-UHFFFAOYSA-M,NA,NA,1,NA
"2,2'-Metylen bis(5-klorofenol)",NA,CAS_1215-74-3,PMYWWZKCZCXDPU-UHFFFAOYSA-N,NA,NA,1,NA
Venlafaksin (legemiddel),NA,CAS_93413-69-5,PNVNVHUZROJLTJ-UHFFFAOYSA-N,NA,NA,1,NA
dimethyldioctadecylammonium (DADMAC-C18),NA,CAS_3700-67-2 ,PSLWZOIUBRXAQW-UHFFFAOYSA-M,NA,NA,1,NA
Bisfenol A bis(3-klor-2-hydroksypropyl)eter,NA,CAS_4809-35-2,PTCFDJRJOGPUFE-UHFFFAOYSA-N,NA,NA,1,NA
Desmetylcitalopram (legemiddel),NA,CAS_144025-14-9,PTJADDMMFYXMMG-UHFFFAOYSA-N,NA,NA,1,NA
Sum Heksabrombifenyl,Stressor,CAS_36355-01-8,PTJQVJQAZSLKJO-UHFFFAOYSA-N,NA,Mixture,1,NA
Metoprololsyre (legemiddel),NA,CAS_56392-14-4,PUQIRTNPJRFRCZ-UHFFFAOYSA-N,NA,NA,1,NA
4-Aminomusk xylen,NA,CAS_107342-55-2,PWFQZSWKBRPKJI-UHFFFAOYSA-N,NA,NA,1,NA
Benzyldimethyloctylammonium (BAC-C8),NA,CAS_959-55-7,PXFDQFDPXWHEEP-UHFFFAOYSA-M,NA,NA,1,NA
Tebukonasol,NA,CAS_107534-96-3,PXMNMQRDXWABCY-UHFFFAOYSA-N,NA,NA,1,NA
"4-(a,a-dimetylbenzyl)fenol",NA,CAS_599-64-4,QBDSZLJBMIMQRS-UHFFFAOYSA-N,NA,NA,1,NA
N-metyl perfluorbutansulfonamid etanol (N-MeFBSE),NA,CAS_34454-97-2,DSRUAYIFDCHEEV-UHFFFAOYSA-N,NA,CAS map to other compound,1,NA
oktadekafluortrifluormetyldekanoylfluorid,NA,CAS_15720-98-6,QEIRHBKKYVWAOM-UHFFFAOYSA-N,NA,NA,1,NA
"2,2-dimethylpropan-1-ol, tribromo derivative",NA,CAS_36483-57-5,QEJPOEGPNIVDMK-UHFFFAOYSA-N,NA,NA,1,NA
"1H,1H,2H,2H-perfluorheksadecylfosfat (14:2 PAP)",NA,CAS_94200-54-1,QIZXNATWTHMMHR-UHFFFAOYSA-N,NA,NA,1,NA
Perfluorperhydrofenantren,NA,CAS_306-91-2,QKENRHXGDUPTEM-UHFFFAOYSA-N,NA,NA,1,NA
PBB206,NA,CAS_69278-62-2,QLERKXRXNDBTDM-UHFFFAOYSA-N,NA,NA,1,NA
"1,4-disyckoheksylbenzen",NA,CAS_1087-02-1,QQFSIGWYINAJOB-UHFFFAOYSA-N,NA,NA,1,NA
"Diundecylftalat, forgrenet og lineær",NA,CAS_85507-79-5,QQVHEQUEHCEAKS-UHFFFAOYSA-N,NA,NA,1,NA
Bensotriasol,NA,CAS_95-14-7,QRUDEWIWKLJBPS-UHFFFAOYSA-N,NA,NA,1,NA
Oktabenzon,NA,CAS_1843-05-6,QUAMTGJKVDWJEQ-UHFFFAOYSA-N,NA,NA,1,NA
Orfenadrin (legemiddel),NA,CAS_83-98-7,QVYRGXJJSLMXQH-UHFFFAOYSA-N,NA,NA,1,NA
"2,4-diethyl-9H-thioxanthen-9-one",NA,CAS_82799-44-8,QYLFHLNFIHBCPR-UHFFFAOYSA-N,NA,NA,1,NA
Metylisotia zolinon,NA,CAS_55965-84-9,QYYMDNHUJFIDDQ-UHFFFAOYSA-N,NA,NA,1,NA
3-Nitrotoluen,NA,CAS_99-08-1,QZYHIOPPLUPUJF-UHFFFAOYSA-N,NA,NA,1,NA
Loperamid (legemiddel),NA,CAS_53179-11-6,RDOIQAHITMMDAJ-UHFFFAOYSA-N,NA,NA,1,NA
2-metylfluoren,NA,CAS_1430-97-3,RKJHJMAZNPASHY-UHFFFAOYSA-N,NA,NA,1,NA
Telmisartan (legemiddel),NA,CAS_144701-48-4,RMMXLENWKUUMAY-UHFFFAOYSA-N,NA,NA,1,NA
Buprenorfin (legemiddel),NA,CAS_52485-79-7,RMRJXGBAOAMLHD-IHFGGWKQSA-N,NA,NA,1,NA
Mirtazapin (legemiddel),NA,CAS_61337-67-5,RONZAEMNMFQXRA-UHFFFAOYSA-N,NA,NA,1,NA
Dimetylamin,NA,CAS_124-40-3,ROSDSFDQCJNGOL-UHFFFAOYSA-N,NA,NA,1,NA
"7,7,9(or 7,9,9)-trimethyl-4,13-dioxo-3,14-dioxa-5,12-diazahexadecane-1,16-diyl bismethacrylate",NA,CAS_72869-86-4,UEKHZPDUBLCUHN-UHFFFAOYSA-N,NA,NA,1,NA
PBB180,NA,CAS_67733-52-2,RPGHQOFAFNAVNA-UHFFFAOYSA-N,NA,NA,1,NA
Saxitoksin,NA,CAS_35523-89-8,RPQXVSUAYFXFJA-HGRQIUPRSA-N,NA,CAS map to other compound,1,NA
"1,1'-Biphenyl, 3,4,5-trifluoro-4'-(trans-4-propylcyclohexyl)-",NA,CAS_132123-39-8,RRKRBRVTKIRLHH-UHFFFAOYSA-N,NA,NA,1,NA
F-D3a,NA,CAS_2374-14-3,URZHQOCYXDNFGN-UHFFFAOYSA-N,NA,NA,1,NA
Metsulfuronmetyl,NA,CAS_74223-64-6,RSMUVYRMZCOLBH-UHFFFAOYSA-N,NA,NA,1,NA
Perfluoroktylmetakrylate,NA,CAS_3934-23-4,RUEKTOVLVIXOHT-UHFFFAOYSA-N,NA,NA,1,NA
N-etyl perfluorpentansulfonamid (N-EtFPeSA),NA,CAS_162682-16-8,RUIVGYDYVAXAHW-UHFFFAOYSA-N,NA,NA,1,NA
Tris(perfluoobutyl)amin,NA,CAS_311-89-7,RVZRBWKZFJCCIB-UHFFFAOYSA-N,NA,NA,1,NA
Kumen,NA,CAS_98-82-8,RWGFKTVRMDUZSP-UHFFFAOYSA-N,NA,NA,1,NA
Bis(2-etylheksyl)tereftalat,NA,CAS_6422-86-2,RWPICVVBGZBXNA-UHFFFAOYSA-N,NA,NA,1,NA
Feksofenadin (legemiddel),NA,CAS_83799-24-0,RWTNPBWLLIMQHL-UHFFFAOYSA-N,NA,NA,1,NA
"2,3,5,6-Tetrabrom-p-xylen",NA,CAS_23488-38-2,RXKOKVQKECXYOT-UHFFFAOYSA-N,NA,NA,1,NA
Roksitromycin (legemiddel),NA,CAS_80214-83-1,RXZBMPWDPOLZGW-XMRMVWPWSA-N,NA,NA,1,NA
Koffein,NA,CAS_58-08-2,RYYVLZVUVIJVGH-UHFFFAOYSA-N,NA,NA,1,NA
alfa-Tetrabromsyklooktan,NA,CAS_3194-57-8,RZLXIANUDLLFHN-UHFFFAOYSA-N,NA,NA,1,NA
Bis[2-etylheksyl] adipat,NA,CAS_103-23-1,SAOKZLXYCUGLFA-UHFFFAOYSA-N,NA,NA,1,NA
Cyanofos,NA,CAS_2636-26-2,SCKHCCSZFPSHGR-UHFFFAOYSA-N,NA,NA,1,NA
"Bisfenol A bis(2,3-dihydroksypropyl)eter",NA,CAS_5581-32-8,SDGPGFLEUFXPCV-UHFFFAOYSA-N,NA,NA,1,NA
Sulfadiazin (legemiddel),NA,CAS_68-35-9,SEEPANYCNGTZFQ-UHFFFAOYSA-N,NA,NA,1,NA
14:2 Fluortelomersulfonsyre,NA,CAS_1377603-17-2,SEGVHCXRUVNVCD-UHFFFAOYSA-N,NA,NA,1,NA
benzyldimethyloctadecylammonium (BAC-C18),NA,CAS_122-19-0,SFVFIFLLYFPGHH-UHFFFAOYSA-M,NA,NA,1,NA
Verapamil (legemiddel),NA,CAS_52-53-9,SGTNSNPWRIOYBX-UHFFFAOYSA-N,NA,NA,1,NA
Sum Heptabrombifenyl,Stressor,CAS_35194-78-6,SMVYDWVPKUOWAJ-UHFFFAOYSA-N,NA,Mixture,1,NA
Kinolin,NA,CAS_91-22-5,SMWDFEZZVXVKRB-UHFFFAOYSA-N,NA,NA,1,NA
Nitroglycerin,NA,CAS_55-63-0,SNIOPGDIGTZGOP-UHFFFAOYSA-N,NA,NA,1,NA
Tetrapentylammoniumbromid,NA,CAS_866-97-7,SPALIFXDWQTXKS-UHFFFAOYSA-M,NA,NA,1,NA
Butralin,NA,CAS_33629-47-9,SPNQRCTZKIBOAX-UHFFFAOYSA-N,NA,NA,1,NA
"1,4-Diisopropylbenzen",NA,CAS_100-18-5,SPPWGCYEYAMHDT-UHFFFAOYSA-N,NA,NA,1,NA
Trinitrotoluen,NA,CAS_118-96-7,SPSSULHKWOKEEL-UHFFFAOYSA-N,NA,NA,1,NA
"N,N'-Dimetylsulfamid",NA,CAS_22504-72-9,SQNVFBHILRFQJY-UHFFFAOYSA-N,NA,NA,1,NA
Norsertralin (legemiddel),NA,CAS_87857-41-8,SRPXSILJHWNFMK-ZBEGNZNMSA-N,NA,NA,1,NA
Propikonazol,NA,CAS_60207-90-1,STJLVHWMYQXCPB-UHFFFAOYSA-N,NA,NA,1,NA
Musk ambrett,NA,CAS_83-66-9,SUAUILGSCPYJCS-UHFFFAOYSA-N,NA,NA,1,NA
Pentabromfenol,NA,CAS_608-71-9,SVHOVVJFOWGYJO-UHFFFAOYSA-N,NA,NA,1,NA
Perfluor-4-etylsykoheksanesulfonat kaliumsalt,NA,CAS_67584-42-3,SVTVDQUXOHBSSI-UHFFFAOYSA-N,NA,NA,1,NA
Heptametyltrisiloksan,NA,CAS_1873-88-7,SWGZAKPJNWCPRY-UHFFFAOYSA-N,NA,NA,1,NA
benzyldimethylhexadecylammonium (BAC-C16),NA,CAS_122-18-9,SXPWTBGAZSPLHA-UHFFFAOYSA-M,NA,NA,1,NA
trimethyloctadecylammonium  (ATAC-C18),NA,CAS_1120-02-1,SZEMGTQCPRNXEG-UHFFFAOYSA-M,NA,NA,1,NA
F-53B Major,NA,CAS_763051-92-9,SZVGIJOITCPDPM-UHFFFAOYSA-N,NA,NA,1,NA
4-n-Heksylfenol,NA,CAS_2446-69-7,SZWBRVPZWJYIHI-UHFFFAOYSA-N,NA,NA,1,NA
benzyldimethyldecylammonium (BAC-C10),NA,CAS_965-32-2,TTZLKXKJIMOHHG-UHFFFAOYSA-M,NA,NA,1,NA
Benzo[c]fenantren,NA,CAS_195-19-7,TUAHORSUHVUKBD-UHFFFAOYSA-N,NA,NA,1,NA
2-(Tiosyanatometyltio)-bensotiasol,NA,CAS_21564-17-0,TUBQDCKAWGHZPF-UHFFFAOYSA-N,NA,NA,1,NA
"1,3-disykloheksylbenzen",NA,CAS_4016-06-2,TUWRHJHVTBVNSM-UHFFFAOYSA-N,NA,NA,1,NA
"Terphenyl, hydrogenated",NA,CAS_61788-32-7,TVBYFUMVFJKKNJ-UHFFFAOYSA-N,NA,NA,1,NA
Tramadol (legemiddel),NA,CAS_27203-92-5,TVYLLZQTGLZFBW-ZBFHGGJFSA-N,NA,NA,1,NA
2-isopropylnaftalen,NA,CAS_2027-17-0,TVYVQNHYIHAJTD-UHFFFAOYSA-N,NA,NA,1,NA
Pentafluoretansulfonsyre (PFEtS),NA,CAS_354-88-1,GKNWQHIXXANPTN-UHFFFAOYSA-N,NA,CAS map to other compound,1,NA
Trinitrobenzen,NA,CAS_99-35-4,UATJOMSPNYCXIX-UHFFFAOYSA-N,NA,NA,1,NA
Isoamyl p-metoxycinnamat,NA,CAS_71617-10-2,UBNYRXMKIIGMKK-RMKNXTFCSA-N,NA,NA,1,NA
Polyisopren,NA,CAS_9003-31-0,UBZVSDZJBLSIJG-UHFFFAOYSA-N,NA,NA,1,NA
Mianserin (legemiddel),NA,CAS_24219-97-4,UEQUQVLFIPOEMF-UHFFFAOYSA-N,NA,NA,1,NA
Mosken,NA,CAS_116-66-5,UHWURQRPEIFIAK-UHFFFAOYSA-N,NA,NA,1,NA
Dibutylklorendat,NA,CAS_1770-80-5,UJAHPBDUQZFDLA-UHFFFAOYSA-N,NA,NA,1,NA
Perfluorundekanesulfonat (PFUnDS),NA,CAS_441296-91-9,UKHUPOMCGUFNAP-UHFFFAOYSA-M,NA,NA,1,NA
Erytromycin (legemiddel),NA,CAS_114-07-8,ULGZDMOVFRHVEP-RWJQBGPGSA-N,NA,NA,1,NA
didecyldimethylammonium (DADMAC-C10),NA,CAS_2390-68-3,UMGXUWVIJIQANV-UHFFFAOYSA-M,NA,NA,1,NA
"1,3-Diisopropylbenzen",NA,CAS_99-62-7,UNEATYXSUBPPKP-UHFFFAOYSA-N,NA,NA,1,NA
"4,4'-metylendifenyl diisocyanat",NA,CAS_101-68-8,UPMLOUAZCHDJJD-UHFFFAOYSA-N,NA,NA,1,NA
Dinitroglycol,NA,CAS_628-96-6,UQXKXGWGFRWILX-UHFFFAOYSA-N,NA,NA,1,NA
BZT,NA,CAS_121-54-0,UREZNYTWGJKWBI-UHFFFAOYSA-M,NA,NA,1,NA
"Benzene, 1-butoxy-2,3-difluoro-4-(trans-4-propylcyclohexyl)-",NA,CAS_208709-55-1,KYNDSYARZOJNCG-UHFFFAOYSA-N,NA,NA,1,NA
"N,N'-Diphenyl-1,4-phenylenediamine",NA,CAS_74-31-7,UTGQNNCQYDRXCH-UHFFFAOYSA-N,NA,NA,1,NA
Ensulizol,NA,CAS_27503-81-7,UVCJGUGAGLDPAA-UHFFFAOYSA-N,NA,NA,1,NA
Disopyramid (legemiddel),NA,CAS_3737-09-05,UVTNFZQICZKOEM-UHFFFAOYSA-N,NA,NA,1,NA
2-Aminomusk xylen,NA,CAS_107342-67-6,UXBYFHLORKKOAX-UHFFFAOYSA-N,NA,NA,1,NA
16:2 FTOH,NA,CAS_65104-67-8,UYSGWTCETIRUHO-UHFFFAOYSA-N,NA,NA,1,NA
Oktogen,NA,CAS_2691-41-0,UZGLIIJVICEWHF-UHFFFAOYSA-N,NA,NA,1,NA
UV-928,NA,CAS_73936-91-1,UZUNCLSDTUBVCN-UHFFFAOYSA-N,NA,NA,1,NA
Bisfenol F bis(2-klor-1-propanol)eter,NA,CAS_374772-79-9,VAFXFEBPCUMOIF-UHFFFAOYSA-N,NA,NA,1,NA
Pantolid,NA,CAS_15323-35-0,VDBHOHJWUDKDRW-UHFFFAOYSA-N,NA,NA,1,NA
Resmethrin,NA,CAS_10453-86-8,VEMKTZHHVJILDY-UHFFFAOYSA-N,NA,NA,1,NA
N-metyl perfluorheptansulfonamid (N-MeFHpSA),NA,CAS_68259-14-3,VFQOVAUNCQXDNI-UHFFFAOYSA-N,NA,NA,1,NA
"Bisfenol F bis(2,3-dihydroksypropyl)eter",NA,CAS_72406-26-9,VGJRHUPDMVWBFM-UHFFFAOYSA-N,NA,NA,1,NA
Bisoprolol  (legemiddel),NA,CAS_66722-44-9,VHYCDWMUTMEGQY-UHFFFAOYSA-N,NA,NA,1,NA
Sotalol (legemiddel),NA,CAS_959-24-0,VIDRYROWYFWGSY-UHFFFAOYSA-N,NA,NA,1,NA
dihexadecyldimethylammonium (DADMAC-C16),NA,CAS_70755-47-4 ,VIXPKJNAOIWFMW-UHFFFAOYSA-M,NA,NA,1,NA
Urotropine (legemiddel),NA,CAS_100-97-0,VKYKSIONXSXAKP-UHFFFAOYSA-N,NA,NA,1,NA
Tribenuron metyl,NA,CAS_101200-48-0,VLCQZHSMCYCDJL-UHFFFAOYSA-N,NA,NA,1,NA
Perklorat,NA,CAS_14797-73-0,VLTRZXGMWDSKGL-UHFFFAOYSA-M,NA,NA,1,NA
Vinyl-D4,NA,CAS_2554-06-5,VMAWODUEPLAHOE-UHFFFAOYSA-N,NA,NA,1,NA
Alfa-Estradiol,NA,CAS_57-91-0,VOXZDWNPVJITMN-SFFUCWETSA-N,NA,NA,1,NA
